Species;Strategy;Population;Year;Pollinarium_removal;Fruit_set;Height;N_Flowers;N_Fruits;Fruit_fail;Pollinia_missing;Pollinia_not_removed;Labellum_lenght;Labellum_width;Petal_lenght;Petal_width;Inbreeding_Fruit_set;Inbreeding_Seed_viability;Inbreeding_Cumulative;Pollen_limitation
A. longicornu;Food-deceptive;Doblons;2016;0.7;0.8;16.5;5;4;1;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.7;0.8;11.6;5;4;1;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.7;1;19;4;4;0;6;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.714285714;0;27.8;7;0;7;10;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.714285714;0;18.7;7;0;7;10;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.714285714;0.142857143;22.5;7;1;6;10;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.714285714;0.142857143;14.2;7;1;6;10;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.714285714;0.285714286;15;7;2;5;10;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.714285714;0.285714286;14.2;7;2;5;10;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.714285714;0.333333333;20;6;2;4;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.714285714;0.428571429;21.4;7;3;4;10;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.714285714;0.5;25.4;6;3;3;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.714285714;1;15.5;7;7;0;10;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.722222222;0;17.2;6;0;6;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.722222222;0.333333333;29.9;9;3;6;13;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.722222222;0.375;14.6;8;3;5;12;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.722222222;1;15.2;9;9;0;13;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.75;0;25.2;8;0;8;12;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.75;0;24.3;6;0;6;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.75;0;19.2;5;0;5;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.75;0;18.7;8;0;8;12;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.75;0;16.8;5;0;5;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.75;0;12.7;4;0;4;6;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.75;0;12.2;4;0;4;6;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.75;0.142857143;17.3;7;1;6;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.75;0.166666667;27.6;6;1;5;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.75;0.25;21.5;4;1;3;6;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.75;0.25;15;8;2;6;12;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.75;0.25;14.4;8;2;6;12;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.75;0.333333333;27.1;6;2;4;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.75;0.333333333;22.7;6;2;4;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.75;0.375;22.5;8;3;5;12;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.75;0.375;19;8;3;5;12;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.75;0.375;11.1;8;3;5;12;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.75;0.4;20.2;5;2;3;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.75;0.444444444;33.4;9;4;5;14;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.75;0.5;25.9;6;3;3;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.75;0.5;13.9;4;2;2;6;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.75;0.555555556;17.5;9;5;4;14;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.75;0.571428571;15.7;7;4;3;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.75;0.666666667;21.5;6;4;2;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.75;0.75;11.2;4;3;1;6;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.75;0.75;11;4;3;1;6;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.75;0.8;20.7;5;4;1;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.75;0.833333333;20.2;6;5;1;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.75;0.833333333;20;6;5;1;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.75;0.875;22.1;8;7;1;12;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.75;0.9;28.4;10;9;1;15;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.75;1;21.5;7;7;0;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.75;1;19.4;4;4;0;6;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.75;1;19.4;4;4;0;6;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.769230769;0.636363636;32.1;11;7;4;17;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.769230769;0.833333333;29.4;6;5;1;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.772727273;0.090909091;24;11;1;10;17;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.777777778;0;18.4;6;0;6;9;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.777777778;0.222222222;23;9;2;7;14;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.777777778;0.222222222;10.8;9;2;7;14;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.777777778;0.444444444;28.8;9;4;5;14;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.777777778;0.555555556;14.5;9;5;4;14;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.777777778;0.888888889;25.5;9;8;1;14;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.777777778;1;24.8;9;9;0;14;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.785714286;0;17.5;7;0;7;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.785714286;0.142857143;22.3;7;1;6;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.785714286;0.142857143;16.2;7;1;6;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.785714286;0.285714286;9.8;7;2;5;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.785714286;0.375;30;16;6;10;25;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.785714286;0.714285714;21.4;7;5;2;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.791666667;0.333333333;31.8;12;4;8;19;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.8;0;21.2;5;0;5;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.8;0;21.1;6;0;6;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.8;0;19.6;5;0;5;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.8;0;19.3;6;0;6;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.8;0;17.5;5;0;5;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.8;0;12.5;5;0;5;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.8;0.2;26;5;1;4;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.8;0.333333333;26.1;6;2;4;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.8;0.333333333;15.6;6;2;4;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.8;0.4;28.9;5;2;3;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.8;0.4;22.2;5;2;3;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.8;0.6;25.5;5;3;2;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.8;0.6;22.7;5;3;2;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.8;0.6;19.1;5;3;2;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.8;0.666666667;25.2;6;4;2;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.8;0.8;26.4;5;4;1;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.8;0.8;25.4;5;4;1;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.8;0.8;21;10;8;2;16;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.8;0.8;17.1;5;4;1;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.8;0.8;11.3;5;4;1;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.8125;0;13.4;5;0;5;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.8125;0.142857143;24.1;7;1;6;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.8125;0.285714286;22.6;7;2;5;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.8125;0.625;11.9;8;5;3;13;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.8125;0.714285714;21.9;7;5;2;11;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.8125;0.875;24.2;8;7;1;13;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.833333333;0;24.1;5;0;5;8;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.833333333;0;23;6;0;6;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.833333333;0;20.6;7;0;7;12;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.833333333;0;15.3;6;0;6;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.833333333;0.111111111;22.6;9;1;8;15;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.833333333;0.166666667;19.9;6;1;5;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.833333333;0.333333333;24.6;6;2;4;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.833333333;0.333333333;19.5;6;2;4;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.833333333;0.333333333;19.1;6;2;4;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.833333333;0.333333333;17.7;6;2;4;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.833333333;0.363636364;34.1;11;4;7;18;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.833333333;0.5;23.6;4;2;2;7;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.833333333;0.5;23.5;12;6;6;20;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.833333333;0.5;17.2;6;3;3;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.833333333;0.555555556;25.1;9;5;4;15;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.833333333;0.666666667;24.1;9;6;3;15;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.833333333;0.666666667;22.5;9;6;3;15;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.833333333;0.666666667;22;6;4;2;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.833333333;0.857142857;24.3;7;6;1;12;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.833333333;0.888888889;28.5;9;8;1;15;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.833333333;1;24.9;6;6;0;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.833333333;1;19.1;3;3;0;5;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.833333333;1;12.7;6;6;0;10;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.85;0.454545455;27.5;11;5;6;19;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.857142857;0;27.1;7;0;7;12;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.857142857;0;14.1;8;0;8;14;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.857142857;0.142857143;21.9;7;1;6;12;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.857142857;0.25;17.5;4;1;3;7;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.857142857;0.285714286;17.1;7;2;5;12;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.857142857;0.333333333;18.6;3;1;2;5;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.857142857;0.428571429;28.2;7;3;4;12;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.857142857;0.428571429;17.8;7;3;4;12;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.857142857;0.5;13.5;4;2;2;7;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.857142857;0.714285714;22.2;7;5;2;12;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.857142857;0.857142857;22.9;7;6;1;12;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.857142857;1;39.2;7;7;0;12;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.863636364;0.363636364;27.3;11;4;7;19;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.863636364;0.9;28.5;10;9;1;17;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.875;0;15.1;4;0;4;7;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.875;0.125;28.1;8;1;7;14;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.875;0.25;28.5;4;1;3;7;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.875;0.25;28;8;2;6;14;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.875;0.25;14.5;8;2;6;14;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.875;0.444444444;36.5;9;4;5;16;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.875;0.5;19.7;8;4;4;14;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.875;0.625;38.7;8;5;3;14;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.875;0.625;16;8;5;3;14;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.875;0.75;20.2;8;6;2;14;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.875;0.833333333;32;12;10;2;21;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.875;1;17.5;3;3;0;5;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.888888889;0.333333333;32.4;9;3;6;16;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.888888889;0.6;29.8;10;6;4;18;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.888888889;1;25.5;9;9;0;16;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.9;0;24.1;5;0;5;9;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.9;0;22.9;10;0;10;18;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.9;0;22.9;5;0;5;9;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.9;0;22.1;5;0;5;9;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.9;0.2;29.7;5;1;4;9;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.9;0.4;26.5;5;2;3;9;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.9;0.4;20.3;5;2;3;9;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.9;0.6;17;5;3;2;9;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.9;0.9;18.5;10;9;1;18;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.9;1;25.5;9;9;0;16;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.916666667;0;17.1;6;0;6;11;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.916666667;0;11.4;5;0;5;9;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.916666667;0.666666667;35.2;6;4;2;11;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.916666667;0.666666667;22.9;6;4;2;11;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.916666667;0.666666667;16.2;6;4;2;11;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.916666667;1;29.2;6;6;0;11;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.916666667;1;20.5;6;6;0;11;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.928571429;0;19.8;7;0;7;13;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.928571429;0.4;21.6;5;2;3;9;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.928571429;0.428571429;15;7;3;4;13;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.928571429;1;26.6;7;7;0;13;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.9375;0;14.7;4;0;4;8;0;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.9375;0.125;18.1;8;1;7;15;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.9375;1;21;8;8;0;15;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.944444444;0.666666667;25.1;9;6;3;17;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.944444444;0.666666667;19.3;9;6;3;17;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.944444444;1;32.9;9;9;0;17;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.95;0.333333333;19.2;9;3;6;17;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.95;0.4;23;10;4;6;19;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
